date,country,position,streams,track_id,artists,artist_genres,duration,explicit,name
2020/07/02,de,181,454126,2TrhpvxwuF6hrboTdRXwnS,['Ufo361'],"['german hip hop', 'german cloud rap']",147353,True,Allein sein
2020/01/09,hk,68,34184,4zVevFBE0Ub4WaUS91f9g1,['Leo Ku'],"['cantopop', 'c-pop']",255346,False,戀無可戀
2022/11/10,gt,5,318779,3k3NWokhRRkEPhCzPmV8TW,"['Bad Bunny', 'Bomba Estéreo']","['latin alternative', 'cumbia', 'trap latino', 'tropical alternativo', 'reggaeton', 'pop electronico']",258298,False,Ojitos Lindos
2016/04/21,nz,64,45122,5ZEM9j0jrFr5RdHEbl2MYV,"['Cheat Codes', 'Kris Kross Amsterdam']","['dutch pop', 'pop', 'uk pop', 'dutch house', 'post-teen pop', 'pop dance', 'electro house', 'electropop', 'dance pop', 'tropical house', 'pop edm', 'edm']",228361,True,Sex
2017/04/27,au,27,534577,7i2DJ88J7jQ8K7zqFX2fW8,['Halsey'],"['pop', 'indie poptimism', 'etherpop', 'electropop', 'dance pop']",214801,False,Now Or Never
2017/05/18,co,178,30990,2lRzcVCnWqYwttNNfbPHW0,['Andrés Cepeda'],"['latin pop', 'tropical', 'colombian pop']",199293,False,Desesperado
2020/06/18,no,179,82456,660BgHpKo1jhR9MMSFn7CF,"['24kGoldn', 'Imanbek']","['edm', 'tropical house', 'pop dance', 'pop', 'dance pop', 'cali rap', 'electro house', 'rap', 'slap house', 'pop rap']",177975,True,VALENTINO - Imanbek Remix
2015/08/13,ph,195,37775,7kqcudBGM74MXVoYMaoWkC,"['Chris Brown', 'Lil Wayne', 'Tyga']","['pop rap', 'southern hip hop', 'pop', 'r&b', 'dance pop', 'new orleans rap', 'trap', 'hip hop', 'rap']",264946,True,Loyal
2020/04/16,id,32,692716,6tCssnvTUREcperDOUTqvA,['ITZY'],['k-pop girl group'],191242,False,WANNABE
2017/08/24,lu,49,4088,167NczpNbRF7oWakJaY3Hh,['Niall Horan'],"['uk pop', 'dance pop', 'pop', 'post-teen pop']",188174,False,Slow Hands
2015/12/31,cl,98,52656,6splO3UF8hSmK33y5fJTNk,"['Rudimental', 'Ed Sheeran']","['pop', 'uk funky', 'uk pop', 'pop dance', 'house', 'uk dance', 'dance pop', 'tropical house', 'edm']",242440,False,Lay It All on Me (feat. Ed Sheeran)
2020/02/20,ca,93,361327,0dIz1I7IwX5ardG47AHxCZ,"['A Boogie Wit da Hoodie', 'DaBaby']","['north carolina hip hop', 'melodic rap', 'rap', 'trap']",175128,True,Stain (feat. DaBaby)
2021/01/28,pa,41,40650,7BIy3EGQhg98CsRdKYHnJC,['Camilo'],"['reggaeton colombiano', 'colombian pop']",163320,False,Ropa Cara
2017/01/05,sg,186,20783,5QM0SsyzmBM0pbFY52Xj1X,['Sam Smith'],"['pop', 'uk pop']",239316,False,I'm Not The Only One
2016/03/10,ec,15,33475,1mSzZKMIPZIkn3jFV7v62b,['Charly Black'],"['jamaican dancehall', 'dancehall']",214866,False,Gyal You A Party Animal
2019/11/21,ec,26,96693,6K5BsR04ijf3FHNzjbaagD,"['Myke Towers', 'Farruko', 'Arcangel', 'Sech', 'Zion']","['latin hip hop', 'reggaeton', 'panamanian pop', 'reggaeton flow', 'trap latino']",332240,True,Si Se Da - Remix
2017/04/06,ca,9,898261,0KKkJNfGyhkQ5aFogxQAPU,['Bruno Mars'],"['dance pop', 'pop']",206693,False,That's What I Like
2021/04/29,lt,148,6661,2CdTLdDjwZdVcm0bresVWx,"['J Balvin', 'Khalid']","['pop r&b', 'pop', 'trap latino', 'reggaeton', 'reggaeton colombiano']",228920,False,Otra Noche Sin Ti
2018/01/18,py,31,44482,2cnKEkpVUSV4wnjQiTWfH6,"['Wisin', 'Ozuna']","['puerto rican pop', 'latin hip hop', 'reggaeton', 'trap latino']",232786,False,Escápate Conmigo
2022/10/27,br,18,3025829,4NNZZXHgn9F3cCgC1YGmLl,['Jorge & Mateus'],"['sertanejo', 'sertanejo universitario', 'arrocha']",171712,False,Todo Seu - Ao Vivo
2021/03/04,gt,5,203713,4loQgPwJHocL3dFwLfjb1J,"['Rauw Alejandro', 'Anuel AA']","['reggaeton', 'puerto rican pop', 'trap boricua', 'reggaeton flow', 'trap latino']",231594,True,Reloj
2022/01/06,cr,90,38692,0bI7K9Becu2dtXK1Q3cZNB,"['Tiësto', 'KAROL G']","['pop', 'big room', 'reggaeton', 'trance', 'reggaeton colombiano', 'tropical house', 'pop dance', 'dutch edm', 'house', 'slap house', 'dance pop', 'brostep', 'edm']",140500,True,Don't Be Shy
2016/11/10,lt,186,1631,2KMJ5CoxY4ECG9TZyNWmpv,"['Robin Schulz', 'Akon']","['deep house', 'dance pop', 'deep euro house', 'tropical house', 'edm', 'pop dance', 'german dance', 'pop']",187126,False,Heatwave (feat. Akon)
2020/02/06,no,169,77957,4MY1amv4MW0wyH5vqB89vk,['Julie Bergan'],['norwegian pop'],133623,True,STFU
2018/03/15,pa,83,11893,0yyZN5ASdrYu0XYWFzfxUu,"['Jesse & Joy', 'Gente De Zona']","['latin hip hop', 'cubaton', 'latin arena pop', 'latin pop', 'mexican pop']",183573,False,3 A.M.
2015/12/24,ee,161,2415,68bjO39GD3JEEL3qAu0bGC,"['Straight No Chaser', 'Kristen Bell']","['a cappella', 'hollywood', 'disney']",160840,False,Text Me Merry Christmas (feat. Kristen Bell)
2015/09/17,pa,135,2497,0r4SsYcwvd8URat6AS2m6f,['Zara Larsson'],"['swedish electropop', 'pop', 'scandipop', 'swedish pop', 'post-teen pop', 'pop dance', 'uk pop', 'electropop', 'dance pop', 'tropical house', 'edm']",201122,False,Lush Life
2015/12/03,tr,10,70495,5tf1VVWniHgryyumXyJM7w,"['Robin Schulz', 'Francesco Yates']","['pop', 'canadian pop', 'german dance', 'pop dance', 'deep house', 'dance pop', 'tropical house', 'deep euro house', 'edm']",219043,False,Sugar (feat. Francesco Yates)
2020/03/26,pe,36,236156,4s45VgkknMFkdiGoUcjxQU,"['Sebastian Yatra', 'Rauw Alejandro', 'Manuel Turizo']","['reggaeton', 'puerto rican pop', 'latin pop', 'reggaeton colombiano', 'colombian pop', 'trap latino']",239133,False,TBT
2022/09/29,dk,12,282184,4zN21mbAuaD0WqtmaTZZeP,"['James Hype', 'Miggy Dela Rosa']","['deep groove house', 'uk dance', 'pop dance', 'house', 'dance pop']",186661,False,Ferrari
2015/12/03,sv,69,3785,7tA7IQiLWAqTXahUQ9RvfN,"['Zion & Lennox', 'Farruko', 'Yandel']","['trap latino', 'reggaeton flow', 'latin hip hop', 'reggaeton']",287173,False,Pierdo la Cabeza - Official Remix
2018/07/19,pl,60,132781,3nc420PXjTdBV5TN0gCFkS,"['Martin Garrix', 'Khalid']","['pop r&b', 'pop', 'progressive house', 'pop dance', 'electro house', 'dutch edm', 'dance pop', 'tropical house', 'edm']",216419,False,Ocean (feat. Khalid)
2021/10/28,se,134,161656,1TFlvQ12TtF9nHmvXCaLpx,"['Kartellen', 'Sebbe Staxx', 'Dani M']","['swedish trap pop', 'swedish hip hop', 'swedish reggae', 'swedish gangsta rap']",276333,False,Mina områden
2014/10/05,be,19,54029,5ml7wqgv2ZZ5JJ6U8ZLon9,['The Script'],"['neo mellow', 'pop', 'celtic rock', 'pop rock', 'uk pop']",243906,False,Superheroes
2019/01/10,nz,95,61852,1rfofaqEpACxVEHIZBJe6W,"['Camila Cabello', 'Young Thug']","['pop rap', 'gangster rap', 'southern hip hop', 'pop', 'melodic rap', 'rap', 'atl trap', 'post-teen pop', 'dance pop', 'atl hip hop', 'trap', 'hip hop', 'uk pop']",217306,False,Havana (feat. Young Thug)
2021/05/06,dk,36,179050,27OeeYzk6klgBh83TSvGMA,['The Kid LAROI'],"['australian hip hop', 'pop']",161384,True,WITHOUT YOU
2015/03/08,pe,131,8200,7BFI9QZPQKgYuR2HhDgwbG,['Lorde'],"['pop', 'yakut pop', 'nz pop', 'art pop', 'metropopolis']",190185,False,Royals
2016/12/22,lv,96,4000,5ZEM9j0jrFr5RdHEbl2MYV,"['Cheat Codes', 'Kris Kross Amsterdam']","['dutch pop', 'pop', 'uk pop', 'dutch house', 'post-teen pop', 'pop dance', 'electro house', 'electropop', 'dance pop', 'tropical house', 'pop edm', 'edm']",228361,True,Sex
2015/10/22,pe,64,19517,3GpvoKKWZyTwgbLEM9RmWM,"['Cali Y El Dandee', 'Juan Magán', 'Sebastian Yatra']","['reggaeton', 'champeta', 'latin pop', 'electro latino', 'reggaeton colombiano', 'colombian pop']",250836,False,Por Fin Te Encontré
2021/04/08,eg,158,10873,3HKwxtEpjx7dEtQgkt588J,['Mohamed Ramadan'],"['egyptian pop', 'mahraganat']",177541,False,Aladdin Lamp
2023/03/09,gt,2,511497,4FAKtPVycI4DxoOHC01YqD,"['Yandel', 'Feid']","['pop reggaeton', 'urbano latino', 'latin hip hop', 'colombian pop', 'reggaeton', 'reggaeton colombiano']",216148,True,Yandel 150
2019/10/24,ph,197,177803,0Dljpp52vCmtXi0E94qjfo,['Sarah Geronimo'],['opm'],255608,False,"Maybe This Time - From ""Maybe This Time"""
2022/11/03,sa,22,48527,7gRFDGEzF9UkBV233yv2dc,['BLACKPINK'],"['k-pop girl group', 'k-pop']",175889,False,Shut Down
2022/11/03,ua,31,67717,4MQmxIxM5CXKjdq4IrCWhd,['SadSvit'],"['ukrainian post-punk', 'ukrainian rock']",144235,False,Касета
2022/08/04,ch,96,51573,7lQ8MOhq6IN2w8EYcFNSUk,['Eminem'],"['detroit hip hop', 'hip hop', 'rap']",290320,True,Without Me
2021/06/17,ch,164,47569,4kLLWz7srcuLKA7Et40PQR,['Black Eyed Peas'],"['dance pop', 'pop rap', 'pop']",289133,False,I Gotta Feeling
2020/06/04,id,79,341584,5KawlOMHjWeUjQtnuRs22c,"['BTS', 'Halsey']","['pop', 'k-pop', 'indie poptimism', 'k-pop boy group', 'etherpop', 'electropop', 'dance pop']",229773,False,Boy With Luv (feat. Halsey)
2017/11/23,cr,73,29047,4UG962ViiLqoUyx0RjCcwP,"['Bad Bunny', 'J Balvin', 'Ozuna', 'Arcangel']","['latin hip hop', 'reggaeton', 'puerto rican pop', 'trap latino', 'reggaeton colombiano']",324827,True,"Soy Peor Remix (feat. J Balvin, Ozuna & Arcangel)"
2015/02/22,my,142,5018,75kMrDKPJJpgEQaXVh7QMB,"['Calvin Harris', 'HAIM']","['edm', 'pop', 'uk dance', 'electro house', 'progressive house', 'metropopolis', 'house', 'dance pop']",232226,False,Pray to God (feat. HAIM)
2017/05/11,us,162,1401843,0bXFIF7iL17TYLyx8JHziM,['Kodak Black'],"['florida rap', 'melodic rap', 'miami hip hop', 'trap', 'hip hop', 'rap']",198109,True,Patty Cake
2021/09/23,pl,57,353060,4yP4P2pHqtejjQ1l12J8bA,"['Wiatr', 'Sobel', 'be vis']","['polish pop', 'polish trap', 'polish hip hop']",233000,False,Testarossa
2019/01/31,ca,33,540663,6zeeWid2sgw4lap2jV61PZ,['Khalid'],"['pop r&b', 'pop']",229320,False,Better
2022/02/10,fr,196,293833,4ZtFanR9U6ndgddUvNcjcG,['Olivia Rodrigo'],['pop'],178146,True,good 4 u
2023/01/12,ng,157,30003,6jdTkoEaer7XNGSblczoSu,"['Wizkid', 'BNXN fka Buju']","['nigerian hip hop', 'afro dancehall', 'afropop', 'azonto', 'nigerian pop']",209760,False,Mood (feat. BNXN)
2023/03/09,ie,20,127346,2r7BOWS3bEYjEUbLiH8kVM,['Mimi Webb'],"['dance pop', 'uk pop', 'pop', 'gen z singer-songwriter']",141971,False,Red Flags
2022/03/31,sa,55,23088,0sTlGEld0h8kIPZaKDYUf4,['The Rare Occasions'],['la indie'],195120,False,Notion
2022/07/14,ee,70,7772,0O6u0VJ46W86TxN9wgyqDj,"['Post Malone', 'Doja Cat']","['pop', 'melodic rap', 'dfw rap', 'dance pop', 'rap']",192840,True,I Like You (A Happier Song) (with Doja Cat)
2017/11/16,ec,177,14277,1LJZUPoyDiYLO4DQS6pWS0,"['TINI', 'Nacho']","['pop argentino', 'reggaeton', 'pop venezolano', 'dominican pop', 'latin pop', 'trap latino']",204721,False,Te Quiero Más
2019/04/11,dk,189,60592,6IIOcnq93QAaKeRX1cs16v,"['James Hype', 'Craig David']","['deep groove house', 'urban contemporary', 'british soul', 'uk dance', 'dance pop', 'r&b', 'pop dance', 'house']",153309,False,No Drama (feat. Craig David)
2022/03/10,ec,120,52636,69Ej1xrGjOcHvIMtMKxK0G,['Don Omar'],"['latin hip hop', 'reggaeton', 'trap latino', 'puerto rican pop']",204600,False,Dile
2018/08/02,gr,129,6488,1BuTNbYxxFYezD1tT8AJR9,"['Enrique Iglesias', 'Pitbull']","['mexican pop', 'latin pop', 'dance pop', 'miami hip hop', 'pop rap', 'pop']",168680,True,MOVE TO MIAMI
2019/07/04,pe,79,121305,2Fxmhks0bxGSBdJ92vM42m,['Billie Eilish'],"['art pop', 'pop', 'electropop']",194087,False,bad guy
2021/11/04,br,184,758951,02MWAaffLxlfxAUY7c5dvx,['Glass Animals'],"['gauze pop', 'indietronica', 'shiver pop']",238805,False,Heat Waves
2021/04/08,ru,135,94537,4p57PjFO7tYSRrzbduMcuo,['T-Fest'],"['russian pop', 'russian hip hop', 'russian trap']",212826,True,Как дела
2015/05/07,co,270,1223,0gDrHUizlbFgRKVQeLI595,['Andrés Cepeda'],"['latin pop', 'tropical', 'colombian pop']",214920,False,Lo mejor que hay en mi vida
2022/10/06,ma,84,23349,7vDAeo3f0EmI5ckfsMcI8b,['Mocci'],"['rai', 'trap maroc', 'moroccan pop']",182566,False,Khalini
2016/09/08,ni,157,1590,46lFttIf5hnUZMGvjK0Wxo,['Galantis'],"['pop', 'pop dance', 'electro house', 'dance pop', 'tropical house', 'edm']",227073,False,Runaway (U & I)
2017/08/03,ec,198,11750,4YW2Fr25fHwUt6qgvM1iE1,"['Wisin', 'Carlos Vives', 'Daddy Yankee']","['latin hip hop', 'champeta', 'reggaeton', 'vallenato', 'latin pop', 'tropical', 'trap latino', 'colombian pop']",232373,False,Nota de Amor (feat. Daddy Yankee)
2019/09/19,th,166,45253,7iPlcFvOMOzt6v0QvcAueZ,['The 1975'],"['rock', 'modern rock', 'modern alternative rock', 'pop']",314662,False,I Always Wanna Die (Sometimes)
2016/03/10,br,111,142182,2InJDvDcA4RXEeA9njdibl,['Jorge & Mateus'],"['sertanejo', 'sertanejo universitario', 'arrocha']",195573,False,Louca de Saudade - Ao Vivo
2018/05/03,tw,154,23082,7vGuf3Y35N4wmASOKLUVVU,"['Marshmello', 'Khalid']","['pop r&b', 'progressive electro house', 'pop', 'pop dance', 'dance pop', 'brostep', 'edm']",180822,False,Silence
2015/06/11,ca,200,15977,6bRbeEgg8v8BQ0HuVuPE7v,['Rachel Platten'],"['neo mellow', 'pop', 'viral pop', 'dance pop', 'pop rock', 'post-teen pop']",204066,False,Fight Song
2022/01/20,sa,135,15797,3KyKxJ4P3pVCgaZwaq2rUC,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",212165,False,Gasoline
2021/07/01,cr,170,22988,2QjOHCTQ1Jl3zawyYOpxh6,['The Neighbourhood'],"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",240400,False,Sweater Weather
2020/02/20,ro,164,14540,1gm616Plq4ScqNi7TVkZ5N,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",228373,False,Call Out My Name
2022/03/03,sa,74,21445,6ZQoqQ9YYKrf52JRNvueLH,['بدر العزي'],['sheilat'],304681,False,الدنيا دوارة
2019/10/03,pa,6,97931,2TH65lNHgvLxCKXM3apjxI,"['Bad Bunny', 'Tainy']","['reggaeton flow', 'trap latino', 'latin hip hop', 'pop reggaeton', 'reggaeton', 'latin pop']",250533,True,Callaita
2018/02/15,mt,103,2844,6EpRaXYhGOB3fj4V2uDkMJ,"['Liam Payne', 'Quavo']","['pop rap', 'southern hip hop', 'pop', 'melodic rap', 'rap', 'post-teen pop', 'dance pop', 'atl hip hop', 'trap', 'hip hop', 'uk pop']",204502,False,Strip That Down
2022/02/10,cl,4,1629822,6J8lLpZoRCmB5pTrnB5jpV,"['Standly', 'El Barto']","['reggaeton chileno', 'urbano chileno']",202478,False,Mi Gata
2017/06/15,mx,176,273191,02yD6Wmpx5kLAoXLQOnuEb,['Jesse & Joy'],"['mexican pop', 'latin arena pop', 'latin pop']",229933,False,Me Soltaste
2021/08/26,hk,147,26773,6kEzWfX8TilHN8FenwdxCE,"['Gareth.T', 'moon tang']","['chill r&b', 'hk-pop', 'hong kong hip hop', 'hong kong indie']",177818,False,honest (feat. moon tang)
2019/07/18,lv,181,4975,6b92k4GHKTAufMGY56ypJZ,['Prāta Vētra'],['latvian pop'],220176,False,"Par to zēnu, kas sit skārda bungas"
2016/01/14,au,80,99904,0Fao855T3klV3REFRFHRF3,['David Bowie'],"['classic rock', 'glam rock', 'rock', 'permanent wave', 'art rock']",597933,False,Blackstar
2019/01/03,bg,174,3000,2rb5MvYT7ZIxbKW5hfcHx8,"['J Balvin', 'Willy William']","['reggaeton colombiano', 'reggaeton', 'trap latino', 'francoton']",189440,False,Mi Gente
2016/04/21,pt,84,20369,0CO9sYHaTAdEOWcPwW1J3j,"['HMB', 'Carminho']","['portuguese pop', 'fado', 'futurepop']",264288,False,O Amor É Assim
2021/03/18,se,39,417472,6f3Slt0GbA2bPZlz0aIFXN,['Tiësto'],"['pop', 'big room', 'trance', 'tropical house', 'pop dance', 'dutch edm', 'house', 'slap house', 'dance pop', 'brostep', 'edm']",164000,False,The Business
2018/06/07,my,18,138825,1gm616Plq4ScqNi7TVkZ5N,['The Weeknd'],"['canadian contemporary r&b', 'pop', 'canadian pop']",228373,False,Call Out My Name
2018/10/04,ar,176,130566,2cnKEkpVUSV4wnjQiTWfH6,"['Wisin', 'Ozuna']","['puerto rican pop', 'latin hip hop', 'reggaeton', 'trap latino']",232786,False,Escápate Conmigo
2019/10/10,cr,123,26109,76Je5Wklky23mVoxiRszcN,['Foo Fighters'],"['modern rock', 'permanent wave', 'alternative metal', 'alternative rock', 'rock', 'post-grunge']",255960,False,Walk
2021/05/06,co,94,87620,2TH65lNHgvLxCKXM3apjxI,"['Bad Bunny', 'Tainy']","['reggaeton flow', 'trap latino', 'latin hip hop', 'pop reggaeton', 'reggaeton', 'latin pop']",250533,True,Callaita
2020/04/16,ph,13,858536,5l9g7py8RCblcvbZgGQgSd,['Ben&Ben'],['opm'],227370,False,Pagtingin
2021/07/29,se,61,223605,3M89zvwwb1jtDUDKYNsdiA,"['Dance Fruits Music', 'DMNDS', 'Fallen Roses', 'Lujavo', 'Lunis']","['lo-fi product', 'lo-fi cover', 'mexican edm']",128500,False,"Calabria (feat. Fallen Roses, Lujavo & Lunis)"
2018/05/24,cy,93,1427,2OALaHcDdKkjYEpAr0Qzab,"['Avicii', 'Rita Ora']","['pop rap', 'pop', 'uk pop', 'post-teen pop', 'pop dance', 'electropop', 'dance pop', 'tropical house', 'edm']",181812,False,Lonely Together (feat. Rita Ora)
2022/10/20,lu,120,4400,18asYwWugKjjsihZ0YvRxO,"['Tiësto', 'Ava Max']","['pop', 'big room', 'trance', 'tropical house', 'pop dance', 'dutch edm', 'house', 'slap house', 'dance pop', 'brostep', 'edm']",164818,False,The Motto
2015/09/03,co,15,88025,7wqSzGeodspE3V6RBD5W8L,"['Wiz Khalifa', 'Charlie Puth']","['pop rap', 'southern hip hop', 'pop', 'viral pop', 'pittsburgh rap', 'dance pop', 'trap', 'hip hop', 'rap']",229525,False,See You Again (feat. Charlie Puth)
2017/03/09,fi,186,42998,5MFzQMkrl1FOOng9tq6R9r,"['Maroon 5', 'Kendrick Lamar']","['pop', 'conscious hip hop', 'west coast rap', 'hip hop', 'rap']",214480,False,Don't Wanna Know
2015/03/15,fi,51,79670,084GmBpNWnjuPI7fdwgp6X,['Alfons'],['melbourne bounce international'],178106,True,Ganjaman
2022/10/27,se,135,151272,0JAy5tWDfKLAFNWWIXbF1y,['Einár'],"['swedish trap', 'swedish hip hop', 'swedish trap pop', 'swedish gangsta rap']",143529,True,Hammarby
2018/12/06,dk,82,142076,285pBltuF7vW8TeWk8hdRR,['Juice WRLD'],"['chicago rap', 'melodic rap']",239835,True,Lucid Dreams
2022/10/06,ma,125,18138,4YjQb4TGxnBaGDxzVxoHcP,['Abdeelgha4'],"['rai', 'rap maroc', 'moroccan pop']",182935,False,Zawali
2021/06/24,se,85,225757,0DGduxy7YSuqXm272C2LM6,['Elena Tsagrinou'],[],181546,False,El Diablo
2021/05/20,sa,76,25666,4UKCKdYiLN6IMA5ZESUTL7,['XXXTENTACION'],"['miami hip hop', 'emo rap']",160184,True,the remedy for a broken heart (why am I so in love)
2021/07/22,bg,53,11577,58T4yPLn4NjBYXfRxeweyM,"['Pop Smoke', 'Chris Brown']","['brooklyn drill', 'dance pop', 'r&b', 'pop']",156000,True,Woo Baby (feat. Chris Brown)
2017/04/20,pa,150,5848,09mhA1SJjMHniZPF4Hcihn,['Justin Bieber'],"['pop', 'canadian pop']",208120,False,Company
2017/12/21,tr,188,57470,4XVif6rh9oYMIjazZ5F65A,"['Tuna Kiremitçi', 'Sena Şener']","['turkish modern jazz', 'turkish pop', 'turkish alternative', 'turkish alt pop']",216611,False,Birden Geldin Aklıma
2021/08/26,no,5,532124,2USlegnFJLrVLpoVfPimKB,"['Gabry Ponte', 'LUM!X', 'Prezioso']","['italo dance', 'slap house', 'europop', 'tropical house', 'edm', 'pop dance', 'melbourne bounce international', 'eurodance']",160000,False,Thunder
2019/05/02,in,200,40788,1dxbiVeiV7nQ2V9qXnhJiB,"['Amaal Mallik', 'Armaan Malik']","['filmi', 'modern bollywood', 'desi pop']",206858,False,Buddhu Sa Mann
2020/10/15,tr,96,276044,7EFaH1sfrNZwJIYP7dJST2,['Ahiyan'],"['turkish hip hop', 'turkish trap pop']",198181,True,İstemem
2018/03/01,sg,76,68038,5mS0BGxAAebA3amJg6LkVk,"['Namewee', 'Leehom Wang']","['mandopop', 'c-pop', 'taiwan pop', 'malaysian mandopop']",270400,False,飄向北方
2014/11/23,lv,184,1469,1f3yAtsJtY87CTmM8RLnxf,['Nirvana'],"['grunge', 'permanent wave', 'rock']",301920,False,Smells Like Teen Spirit
2015/12/03,hu,38,11772,5kqIPrATaCc2LqxVWzQGbk,['Lukas Graham'],"['scandipop', 'danish pop', 'pop']",237300,False,7 Years
2022/09/22,bo,25,86117,5GF0X7GdNmnouKcdhhRmtm,"['Paulo Londra', 'Duki']","['trap latino', 'trap triste', 'argentine hip hop', 'trap argentino']",236143,True,Party en el Barrio (feat. Duki)
2018/03/22,my,36,89874,76WthWB0v0KXUHZoAclMVV,"['Jay Chou', 'Gary Yang']","['taiwan pop', 'mandopop', 'zhongguo feng', 'c-pop']",270000,False,等你下課
2022/06/09,ma,143,16785,5maCg4rn7Q5rW5Y6qTBR6l,"['LFERDA', 'Witness', 'kouz1']","['north moroccan rap', 'rap maroc', 'arabic hip hop', 'moroccan pop']",232577,True,Mi Amore
2022/08/04,us,180,1650336,0fv2KH6hac06J86hBUTcSf,"['Tyler, The Creator']","['hip hop', 'rap']",195320,True,NEW MAGIC WAND
2021/03/04,ro,144,17995,3ee8Jmje8o58CHK66QrVC2,['XXXTENTACION'],"['miami hip hop', 'emo rap']",166605,True,SAD!
2021/07/22,kr,131,12507,2CVChktEKBsM6v4IfdFU5k,['dhruv'],"['nyc pop', 'chill r&b', 'pop']",171743,False,double take
2020/10/29,in,146,249672,36EPfDEkfLYQLt8Fvced8x,['Harrdy Sandhu'],"['punjabi pop', 'desi pop']",171600,False,Dance Like
2022/01/20,cl,16,930903,3JCaq3KDSROg3TXhdiDa9n,"['Jhayco', 'Anuel AA']","['trap latino', 'reggaeton flow', 'reggaeton', 'trap boricua']",263253,False,Ley Seca
2018/10/18,se,188,120944,2nH3S6pxI4q0MEKl0nVJ8A,['AKI'],"['swedish trap pop', 'swedish hip hop', 'swedish reggae']",209476,False,Säg nånting
2019/11/21,bo,182,11398,3ao3OVxHlb3C08vAaApUlm,"['Luis Fonsi', 'Ozuna']","['puerto rican pop', 'trap latino', 'reggaeton', 'latin pop']",163880,False,Imposible
2021/11/18,jp,45,650833,08YwAPnX8sygJUXG9rvhDv,['YOASOBI'],"['japanese teen pop', 'j-pop']",198600,False,ハルジオン
2017/12/07,ni,79,4076,64tulDTE63pFR5AEdR0tNi,['Manifiesto Urbano'],"['rock nica', 'musica nicaraguense']",216235,True,Mujer De Miel
2020/04/02,gr,190,17015,2Cdr30vauxNgjpzGhaBSbj,"['Sigma', 'Mente Fuerte']","['greek hip hop', 'greek pop', 'greek trap']",206808,False,Sorry
2020/11/26,nz,53,88833,2gMXnyrvIjhVBUZwvLZDMP,['Lewis Capaldi'],"['pop', 'uk pop']",215106,False,Before You Go
2021/05/13,gt,137,40696,1uKjQoh8JZj9ryuYRhpd7E,['Luis Miguel'],"['bolero', 'latin pop']",191973,False,Ahora Te Puedes Marchar
2018/03/15,ro,170,2004,4JYUDRtPZuVNi7FAnbHyux,['Craig Mack'],"['hip hop', 'rap', 'gangster rap', 'hip pop', 'hardcore hip hop']",302013,True,"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)"
2019/01/24,pe,56,159881,6tT4Ks1N04Ut0lSQ3xjSaZ,"['CNCO', 'Prince Royce']","['latin hip hop', 'bachata', 'reggaeton', 'latin pop', 'boy band']",190916,False,Llegaste Tú
2019/09/05,se,35,427754,2kju4JyRnNmiwQYhFrLgKy,"['Hov1', 'Veronica Maggio']","['swedish pop rap', 'fotbollslatar', 'swedish pop', 'swedish idol pop']",237563,False,Hornstullsstrand
2020/05/14,my,28,123584,69BJoXhAnVxwRlnv11qAjJ,"['Zynakal', 'Yonnyboii']","['malaysian pop', 'malay rap']",221269,False,Sakit
2015/10/22,ec,44,17744,6fxVffaTuwjgEk5h9QyRjy,['Ed Sheeran'],"['pop', 'uk pop']",258986,False,Photograph
2018/05/03,bo,27,26998,2ijef6ni2amuunRoKTlgww,"['Becky G', 'Natti Natasha']","['pop', 'trap latino', 'latin hip hop', 'reggaeton', 'latin pop', 'latin viral pop', 'rap latina', 'dance pop']",188560,False,Sin Pijama
2017/11/23,mt,95,2682,5yuShbu70mtHXY0yLzCQLQ,['Post Malone'],"['melodic rap', 'dfw rap', 'rap']",179613,True,Go Flex
2021/08/05,gt,117,45601,37BZB0z9T8Xu7U3e65qxFy,"['The Weeknd', 'Ariana Grande']","['canadian contemporary r&b', 'dance pop', 'pop', 'canadian pop']",191013,False,Save Your Tears (with Ariana Grande) (Remix)
2022/11/03,ua,124,37529,0r9fpWPI6z3V3YZXIiVaNC,"['Big Baby Tape', 'kizaru']","['russian emo rap', 'russian hip hop', 'russian trap']",159100,True,99 Problems
2017/06/08,uy,195,6430,2OxUtaKYeahAGNaBiahXtR,"['Farruko', 'Lary Over', 'Bad Bunny']","['trap latino', 'reggaeton flow', 'latin hip hop', 'reggaeton']",331413,True,Diabla - Official Remix
2017/03/02,hu,7,60968,5ndfVSDyPq90jaIUhNPeby,"['Katy Perry', 'Skip Marley']","['dance pop', 'pop', 'modern reggae']",237915,False,Chained To The Rhythm
2018/10/18,pl,88,103769,1vQldvgr1oip6A7QizmVaM,['Young Igi'],"['polish trap', 'polish hip hop']",222400,True,Nemo
2018/09/13,cy,81,1532,0u2P5u6lvoDfwTYjAADbn4,"['Billie Eilish', 'Khalid']","['pop r&b', 'art pop', 'pop', 'electropop']",200185,False,lovely (with Khalid)
